"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","Foundation","BsmtQual","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageFinish","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","MiscVal","MoSold","YrSold","SaleType","SaleCondition","YrSold_YearBuilt","YearRemodel_YearBuilt","YrSold_YearRemodel"
"1067",60,4,59,7837,2,NA,1,4,5,1,9,3,3,1,6,6,7,1993,1994,2,2,13,14,3,5,3,3,0,0,799,799,2,3,2,799,772,0,1571,0,0,2,1,3,1,4,7,7,1,2,2,380,3,0,40,0,0,0,0,NA,0,5,2009,9,5,16,1,15
"1068",60,4,80,9760,2,NA,4,4,5,2,13,3,3,1,6,6,6,1964,1964,2,2,7,7,4,5,2,4,674,106,0,780,2,5,2,798,813,0,1611,1,0,1,1,4,1,4,7,7,0,2,2,442,3,328,128,0,0,189,0,NA,0,6,2008,9,5,44,0,44
"1069",160,5,42,3964,2,NA,4,4,5,1,11,3,3,5,6,6,4,1973,1973,2,2,6,6,4,5,2,3,837,0,105,942,2,3,2,1291,1230,0,2521,1,0,2,1,5,1,4,10,1,1,1,2,576,3,728,20,0,0,0,0,NA,0,6,2006,9,5,33,0,33
"1070",45,4,60,9600,2,NA,4,4,5,1,13,3,3,1,2,5,7,1949,2003,2,2,9,9,4,5,2,4,220,0,625,845,2,5,2,893,0,0,893,0,1,1,0,2,1,3,4,7,0,3,2,576,3,0,0,0,0,0,0,NA,0,5,2007,9,5,58,54,4
"1071",20,4,72,10152,2,NA,4,4,5,1,13,3,3,1,3,5,5,1956,1956,4,2,9,9,4,5,2,4,586,0,462,1048,2,5,2,1048,0,0,1048,1,0,1,0,3,1,4,6,7,0,3,1,286,3,0,20,0,0,192,0,NA,0,6,2007,9,5,51,0,51
"1072",60,4,78,11700,2,NA,4,4,5,1,17,7,3,1,6,6,6,1968,1968,2,2,9,9,4,5,2,4,298,0,429,727,2,1,2,829,727,0,1556,0,0,1,1,4,1,4,8,7,0,3,2,441,3,0,0,0,0,0,0,NA,0,5,2009,9,5,41,0,41
"1073",50,4,50,7585,2,NA,4,4,5,1,8,1,3,1,1,5,3,1948,1950,2,2,9,9,4,5,2,2,0,0,810,810,2,2,2,1002,454,0,1456,1,1,1,0,4,1,4,7,7,1,3,1,280,2,0,0,0,0,0,0,NA,0,8,2006,9,5,58,2,56
"1074",60,4,75,7950,2,NA,1,1,1,1,8,3,3,1,6,6,6,1977,1977,4,2,7,11,4,5,2,4,535,0,155,690,2,5,2,698,728,0,1426,0,0,1,1,3,1,4,6,7,0,1,2,440,3,252,0,0,0,0,0,NA,0,7,2009,9,5,32,0,32
"1075",20,4,74,8556,2,NA,4,4,5,1,6,3,3,1,3,7,5,2006,2006,2,2,13,14,3,5,3,3,0,0,1240,1240,2,1,2,1240,0,0,1240,0,0,2,0,2,1,3,5,7,0,2,3,826,3,140,93,0,0,0,0,NA,0,5,2007,9,5,1,0,1
"1076",70,4,75,13125,2,NA,4,4,5,1,7,3,3,1,6,7,6,1940,1984,2,2,14,15,4,5,2,4,410,0,390,800,2,5,2,960,780,0,1740,0,0,1,1,3,1,4,6,7,2,3,1,240,3,0,0,0,0,0,0,NA,0,7,2007,6,5,67,44,23
"1077",50,4,60,10800,2,2,4,4,5,1,18,3,3,1,1,5,8,1936,1989,2,2,14,15,4,5,2,2,626,0,170,796,2,3,2,1096,370,0,1466,0,1,2,0,3,1,3,7,3,1,3,2,566,3,436,21,0,0,0,0,NA,500,4,2006,9,5,70,53,17
"1078",20,4,NA,15870,2,NA,1,4,1,1,13,3,3,1,3,5,5,1969,1969,2,2,13,11,4,5,2,4,75,791,230,1096,2,1,2,1096,0,0,1096,1,0,1,0,3,1,4,6,7,0,1,1,299,3,240,32,0,0,0,0,NA,0,3,2006,9,1,37,0,37
"1079",120,5,37,4435,2,NA,4,4,5,1,6,3,3,5,3,6,5,2004,2004,2,2,13,14,3,5,3,3,662,0,186,848,2,1,2,848,0,0,848,1,0,1,0,1,1,3,3,7,1,2,2,420,3,140,0,0,0,0,0,NA,0,5,2006,9,5,2,0,2
"1080",20,4,65,8775,2,NA,4,4,5,1,6,3,3,1,3,5,5,1994,1994,2,2,13,14,4,5,3,3,495,0,495,990,2,3,2,990,0,0,990,0,0,1,0,3,1,4,5,7,0,3,1,299,3,0,64,0,0,0,0,NA,0,4,2007,9,5,13,0,13
"1081",20,4,80,11040,2,NA,4,4,5,1,17,3,3,1,3,6,7,1971,2004,2,2,13,14,3,3,2,4,656,0,602,1258,2,1,2,1258,0,0,1258,0,1,2,0,3,1,3,5,7,0,2,2,528,3,55,0,0,216,0,0,NA,0,10,2008,1,1,37,33,4
"1082",20,4,75,7500,2,NA,4,4,1,1,19,2,3,1,3,5,5,1963,1963,2,2,7,7,4,5,2,4,824,0,216,1040,2,2,2,1040,0,0,1040,1,0,1,1,3,1,4,5,7,0,1,1,308,3,0,0,220,0,0,0,NA,0,6,2010,9,5,47,0,47
"1083",20,4,70,8749,2,NA,4,4,5,1,6,3,3,1,3,7,5,2002,2002,2,2,13,14,3,5,3,3,0,0,1459,1459,2,1,2,1459,0,0,1459,0,0,2,0,3,1,3,6,7,1,2,2,527,3,192,39,0,0,0,0,NA,0,9,2007,9,5,5,0,5
"1084",20,4,80,8800,2,NA,4,4,5,1,13,3,3,1,3,6,6,1964,1964,4,2,7,7,4,5,2,4,553,0,698,1251,2,5,2,1251,0,0,1251,1,0,1,0,3,1,4,6,7,2,2,1,461,3,0,116,0,0,0,0,NA,700,3,2006,9,5,42,0,42
"1085",60,4,NA,13031,2,NA,2,4,1,1,9,3,3,1,6,6,5,1995,1996,2,2,7,7,4,5,3,3,592,0,99,691,2,3,2,691,807,0,1498,0,0,2,1,3,1,4,6,7,1,1,2,409,3,315,44,0,0,0,0,NA,0,7,2006,9,5,11,1,10
"1086",85,4,73,9069,2,NA,4,4,5,1,20,3,3,1,7,6,6,1992,1992,2,2,7,7,4,5,3,3,747,0,189,936,2,1,2,996,0,0,996,1,0,1,0,2,1,3,5,7,0,3,2,564,3,120,0,0,0,0,0,NA,0,4,2010,9,5,18,0,18
"1087",160,5,NA,1974,2,NA,4,4,5,1,11,3,3,5,6,4,5,1973,1973,2,2,6,6,4,5,2,4,334,0,212,546,2,5,2,546,546,0,1092,0,0,1,1,3,1,4,6,7,0,2,1,286,3,120,96,0,0,0,0,NA,0,5,2010,9,5,37,0,37
"1088",60,2,85,10574,2,NA,4,4,5,1,21,3,3,1,6,8,5,2005,2006,2,2,13,14,3,5,3,3,0,0,1082,1082,2,1,2,1082,871,0,1953,0,0,2,1,3,1,3,9,7,1,2,3,1043,3,160,50,0,0,0,0,NA,0,5,2009,9,5,4,1,3
"1089",160,5,24,2522,2,NA,4,4,5,1,8,3,3,4,6,7,5,2004,2004,2,2,13,14,3,5,3,3,0,0,970,970,2,1,2,970,739,0,1709,0,0,2,0,3,1,3,7,1,0,3,2,380,3,0,40,0,0,0,0,NA,0,4,2006,9,5,2,0,2
"1090",120,2,37,3316,2,3,1,4,5,1,21,3,3,5,3,8,5,2005,2005,2,2,9,9,3,5,3,3,1039,0,208,1247,2,1,2,1247,0,0,1247,1,0,1,1,1,1,3,4,7,1,1,2,550,3,0,84,0,0,0,0,NA,0,4,2006,9,5,1,0,1
"1091",90,4,60,8544,2,NA,4,4,1,1,13,3,3,3,3,3,4,1950,1950,2,2,4,4,4,5,4,NA,0,0,0,0,6,2,1,1040,0,0,1040,0,0,2,0,2,2,4,6,7,0,3,2,400,3,0,0,0,0,0,0,NA,0,6,2009,9,5,59,0,59
"1092",160,2,24,2160,2,3,4,4,5,1,21,3,3,4,6,7,5,1999,2000,2,2,9,9,3,5,3,3,510,0,90,600,2,1,2,624,628,0,1252,1,0,2,1,2,1,3,4,7,0,3,2,462,3,0,48,0,0,0,0,NA,0,3,2008,9,5,9,1,8
"1093",50,4,60,8400,2,NA,4,1,5,1,23,3,3,1,1,6,5,1925,1950,2,2,9,9,4,5,3,4,423,0,758,1181,2,2,2,1390,304,0,1694,0,0,2,0,4,1,4,7,7,1,3,2,576,3,342,0,128,0,0,0,NA,0,6,2008,9,5,83,25,58
"1094",20,4,71,9230,2,NA,4,4,1,1,13,2,3,1,3,5,8,1965,1998,4,2,9,9,4,5,2,4,661,0,203,864,2,3,2,1200,0,0,1200,1,0,1,1,1,1,3,6,7,0,3,2,884,3,0,64,0,0,0,0,NA,0,10,2006,9,5,41,33,8
"1095",20,4,74,5868,2,NA,4,4,5,1,13,3,3,1,3,5,7,1956,2000,2,2,9,9,4,5,2,4,248,240,448,936,2,1,2,936,0,0,936,1,0,1,0,2,1,4,4,7,0,1,1,308,3,0,0,80,0,160,0,NA,0,5,2010,9,5,54,44,10
"1096",20,4,78,9317,2,NA,1,4,5,1,6,3,3,1,3,6,5,2006,2006,2,2,13,14,3,5,3,3,24,0,1290,1314,2,3,2,1314,0,0,1314,0,0,2,0,3,1,3,6,7,1,2,2,440,3,0,22,0,0,0,0,NA,0,3,2007,9,5,1,0,1
"1097",70,5,60,6882,2,NA,4,4,5,1,10,3,3,1,6,6,7,1914,2006,2,2,14,15,4,5,3,4,0,0,684,684,2,5,2,773,582,0,1355,0,0,1,1,3,1,3,7,7,0,NA,0,0,3,136,0,115,0,0,0,NA,0,3,2007,9,5,93,92,1
"1098",120,4,NA,3696,2,NA,4,4,5,1,22,3,3,5,3,8,5,1986,1986,2,2,7,7,3,5,2,3,0,0,1074,1074,2,1,2,1088,0,0,1088,0,0,1,1,2,1,3,5,7,0,2,2,461,3,0,74,137,0,0,0,NA,0,10,2007,9,5,21,0,21
"1099",50,5,50,6000,2,NA,4,4,5,1,4,3,3,1,1,4,6,1936,1950,2,2,9,9,4,5,1,4,672,0,0,672,2,5,2,757,567,0,1324,0,0,1,0,3,1,4,6,7,0,3,1,240,3,0,0,0,0,0,0,NA,0,7,2009,9,5,73,14,59
"1100",20,4,82,11880,2,NA,1,4,5,1,17,7,3,1,3,7,5,1978,1978,2,2,10,11,4,5,2,3,704,0,567,1271,2,5,2,1601,0,0,1601,0,0,2,0,3,1,4,7,7,1,2,2,478,3,0,0,0,0,0,0,NA,0,4,2009,1,1,31,0,31
"1101",30,4,60,8400,2,NA,4,1,5,1,23,3,3,1,3,2,5,1920,1950,2,2,14,15,4,5,2,4,290,0,0,290,2,5,1,438,0,0,438,0,0,1,0,1,1,2,3,7,0,3,1,246,1,0,0,0,0,0,0,NA,0,1,2009,9,5,89,30,59
"1102",20,4,61,9758,2,NA,1,4,5,1,13,3,3,1,3,5,5,1971,1971,2,2,7,9,4,5,2,4,412,287,251,950,2,5,2,950,0,0,950,0,0,1,0,3,1,4,5,7,0,3,1,280,3,0,0,0,0,0,0,NA,0,7,2007,9,5,36,0,36
"1103",20,4,70,7000,2,NA,4,4,5,1,13,3,3,1,3,5,7,1960,2002,2,2,14,15,4,5,2,4,588,0,422,1010,2,1,2,1134,0,0,1134,0,0,1,0,2,1,4,6,7,0,2,1,254,3,0,16,0,0,0,0,NA,0,4,2007,9,4,47,42,5
"1104",20,4,79,8910,2,NA,4,4,1,1,13,3,3,1,3,6,6,1959,1959,4,2,4,4,4,5,2,4,655,0,0,655,2,1,2,1194,0,0,1194,0,1,1,0,3,1,4,6,7,1,1,2,539,3,0,0,192,0,0,0,NA,0,7,2006,9,5,47,0,47
"1105",160,5,24,2016,2,NA,4,4,5,1,3,3,3,5,6,5,5,1970,1970,2,2,7,7,4,5,2,4,0,0,630,630,2,5,2,630,672,0,1302,0,0,2,1,3,1,4,6,7,0,3,2,440,3,0,0,0,0,0,0,NA,0,4,2007,9,5,37,0,37
"1106",60,4,98,12256,2,NA,1,4,1,1,14,3,3,1,6,8,5,1994,1995,2,2,7,7,3,5,3,1,1032,0,431,1463,2,1,2,1500,1122,0,2622,1,0,2,1,3,1,3,9,7,2,2,2,712,3,186,32,0,0,0,0,NA,0,4,2010,9,5,16,1,15
"1107",20,4,114,10357,2,NA,1,4,1,1,20,2,3,1,3,7,5,1990,1991,4,2,7,7,3,5,3,3,738,0,172,910,2,3,2,1442,0,0,1442,1,0,2,0,3,1,3,6,7,1,1,2,719,3,0,244,0,0,0,0,NA,0,5,2007,9,5,17,1,16
"1108",60,4,168,23257,2,NA,3,2,2,1,9,3,3,1,6,7,5,2006,2006,2,2,13,14,3,5,3,1,0,0,868,868,2,1,2,887,1134,0,2021,0,0,2,1,3,1,3,9,7,1,2,2,422,3,0,100,0,0,0,0,NA,0,9,2006,7,6,0,0,0
"1109",60,4,NA,8063,2,NA,4,4,5,1,9,3,3,1,6,6,5,2000,2000,2,2,13,14,4,5,3,3,0,0,924,924,2,1,2,948,742,0,1690,0,0,2,1,3,1,4,7,7,1,2,2,463,3,100,48,0,0,0,0,NA,0,11,2007,9,1,7,0,7
"1110",20,4,107,11362,2,NA,1,4,5,1,16,3,3,1,3,8,5,2004,2005,2,2,9,9,3,5,3,1,1039,0,797,1836,2,1,2,1836,0,0,1836,1,0,2,0,3,1,3,7,7,1,1,3,862,3,125,185,0,0,0,0,NA,0,3,2009,9,5,5,1,4
"1111",60,4,NA,8000,2,NA,4,4,5,1,9,3,3,1,6,6,5,1995,1996,2,2,7,7,4,5,3,3,219,0,554,773,2,3,2,773,885,0,1658,1,0,2,1,3,1,4,8,7,1,1,2,431,3,224,84,0,0,0,0,NA,0,6,2008,9,5,13,1,12
"1112",60,4,80,10480,2,NA,4,4,5,1,17,3,3,1,6,7,6,1976,1976,4,2,10,11,4,5,2,4,403,0,400,803,2,5,2,1098,866,0,1964,0,0,2,1,4,1,4,8,7,1,2,2,483,3,0,69,0,0,0,0,NA,0,9,2008,9,5,32,0,32
"1113",20,4,73,7100,2,NA,1,4,1,1,13,3,3,1,3,5,7,1957,1957,2,2,15,16,4,5,2,4,708,0,108,816,2,5,2,816,0,0,816,1,0,1,0,2,1,4,5,7,0,3,1,308,3,0,0,0,0,0,0,NA,0,7,2006,9,5,49,0,49
"1114",20,4,66,8923,2,NA,4,4,5,1,13,3,3,1,3,5,7,1953,2006,2,2,14,15,4,5,2,4,643,0,365,1008,2,3,2,1008,0,0,1008,1,0,1,0,2,1,3,6,7,0,3,1,240,3,0,18,0,0,0,0,NA,0,5,2007,9,5,54,53,1
"1115",20,4,90,5400,2,NA,4,4,5,1,18,3,3,1,3,5,7,1954,2000,2,2,9,9,4,3,2,4,415,0,418,833,2,1,2,833,0,0,833,0,0,1,0,2,1,3,4,7,0,3,1,326,3,0,0,0,0,0,0,NA,0,8,2006,9,5,52,46,6
"1116",20,4,93,12085,2,NA,4,4,5,1,16,3,3,1,3,8,5,2007,2007,4,2,13,14,3,5,3,1,1004,0,730,1734,2,1,2,1734,0,0,1734,1,0,2,0,3,1,1,7,7,1,2,3,928,3,0,0,0,0,0,0,NA,0,11,2007,7,6,0,0,0
"1117",80,4,NA,7750,2,NA,4,4,5,1,9,3,3,1,8,8,5,2002,2002,4,2,13,14,3,5,3,3,353,0,55,408,2,1,2,779,640,0,1419,1,0,2,1,3,1,3,7,7,1,1,2,527,3,120,0,0,0,0,0,NA,0,3,2009,9,5,7,0,7
"1118",20,4,57,9764,2,NA,1,4,3,1,19,2,3,1,3,5,7,1967,2003,2,2,13,14,4,5,2,4,702,0,192,894,2,1,2,894,0,0,894,1,0,1,0,3,1,3,5,7,0,2,2,450,3,0,0,0,0,0,0,NA,0,5,2008,9,5,41,36,5
"1119",80,4,85,13825,2,NA,4,4,5,1,19,3,3,1,8,5,6,1958,1987,2,2,9,9,4,3,2,4,0,0,533,533,2,5,2,1021,580,0,1601,0,1,1,0,3,1,4,6,4,0,2,1,300,3,280,34,0,0,0,0,NA,0,12,2008,9,5,50,29,21
"1120",20,4,70,7560,2,NA,4,4,5,1,13,3,3,1,3,5,5,1959,1959,2,2,4,15,4,5,2,4,369,0,671,1040,2,5,2,1040,0,0,1040,0,0,1,0,3,1,4,6,7,0,2,1,286,3,140,0,252,0,0,0,NA,0,7,2006,9,5,47,0,47
"1121",30,5,59,8263,2,NA,4,1,5,2,10,3,3,1,3,6,5,1920,1950,2,2,4,4,4,5,1,4,0,0,1012,1012,2,5,2,1012,0,0,1012,0,0,1,0,2,1,4,6,7,1,3,1,308,3,0,22,112,0,0,0,NA,0,5,2007,9,5,87,30,57
"1122",20,4,84,10084,2,NA,4,4,5,1,6,3,3,1,3,7,5,2005,2006,2,2,13,14,3,5,3,3,24,0,1528,1552,2,1,2,1552,0,0,1552,0,0,2,0,3,1,3,7,7,0,2,3,782,3,144,20,0,0,0,0,NA,0,7,2006,7,6,1,1,0
"1123",20,4,NA,8926,2,NA,1,4,1,1,8,3,3,1,3,4,3,1956,1956,2,2,1,1,4,5,2,4,0,0,672,672,2,1,2,960,0,0,960,0,0,1,0,3,1,4,5,7,0,3,1,288,3,64,0,0,0,160,0,NA,0,10,2009,1,1,53,0,53
"1124",20,4,50,9405,2,NA,4,4,5,1,8,3,3,1,3,5,9,1947,2008,4,2,13,14,4,1,2,4,0,0,698,698,2,1,2,698,0,0,698,0,1,1,0,2,1,4,4,7,0,NA,0,0,3,0,200,0,0,0,0,NA,0,6,2009,9,5,62,61,1
"1125",80,4,NA,9125,2,NA,1,4,5,1,9,3,3,1,8,7,5,1992,1992,2,2,7,7,4,5,3,3,0,0,384,384,2,3,2,812,670,0,1482,0,0,2,1,3,1,3,7,7,1,1,2,392,3,100,25,0,0,0,0,NA,0,7,2007,9,5,15,0,15
"1126",20,4,60,10434,2,NA,4,4,5,1,13,3,3,1,3,4,5,1955,1955,2,2,10,11,4,5,2,4,0,0,1005,1005,2,5,2,1005,0,0,1005,0,0,1,0,2,1,2,5,7,1,3,2,672,3,0,0,0,0,0,0,NA,0,11,2009,9,5,54,0,54
"1127",120,4,53,3684,2,NA,4,4,5,1,1,3,3,5,3,7,5,2007,2007,4,2,13,14,3,5,3,3,0,0,1373,1373,2,1,2,1555,0,0,1555,0,0,2,0,2,1,3,7,7,1,1,3,660,3,143,20,0,0,0,0,NA,0,6,2009,9,5,2,0,2
"1128",20,4,182,14572,2,NA,3,4,1,1,9,3,3,1,3,7,5,2004,2004,4,2,13,14,3,5,3,3,1300,0,230,1530,2,1,2,1530,0,0,1530,1,0,2,0,3,1,3,7,7,1,1,3,630,3,144,36,0,0,0,0,NA,0,11,2007,9,4,3,0,3
"1129",60,4,59,11796,2,NA,1,4,5,1,9,3,3,1,6,7,5,2004,2005,2,2,13,14,3,5,3,3,0,0,847,847,2,1,2,847,1112,0,1959,0,0,2,1,4,1,3,8,7,1,1,2,434,3,100,48,0,0,0,0,NA,0,7,2007,9,5,3,1,2
"1130",90,5,60,7200,2,2,4,4,5,1,18,3,3,3,7,5,5,1980,1980,2,2,9,9,4,5,2,3,936,0,0,936,2,5,2,936,0,0,936,1,0,1,0,2,1,4,4,7,0,3,2,672,3,49,0,0,0,0,0,NA,0,8,2007,9,5,27,0,27
"1131",50,4,65,7804,2,NA,4,4,5,1,23,3,3,1,1,4,3,1928,1950,2,2,15,11,4,5,1,4,622,0,500,1122,2,5,2,1328,653,0,1981,1,0,2,0,4,1,3,7,4,2,3,2,576,3,431,44,0,0,0,0,NA,0,12,2009,9,5,81,22,59
"1132",20,4,63,10712,2,NA,4,4,5,1,12,3,3,1,3,5,5,1991,1992,2,2,7,7,4,5,3,3,212,0,762,974,2,5,2,974,0,0,974,0,0,1,0,3,1,4,5,7,0,NA,0,0,3,0,28,0,0,0,0,NA,0,9,2007,8,1,16,1,15
"1133",70,5,90,9900,2,NA,4,4,5,1,18,3,3,1,6,6,4,1880,1950,2,2,14,15,4,5,1,4,0,0,1008,1008,3,5,2,1178,1032,0,2210,0,0,2,0,5,1,2,8,7,0,3,1,205,1,0,48,0,0,0,0,NA,0,5,2007,9,5,127,70,57
"1134",60,4,80,9828,2,NA,1,4,5,1,20,3,3,1,6,8,5,1995,1995,2,2,13,14,3,5,3,3,584,0,544,1128,2,1,2,1142,878,0,2020,0,0,2,1,3,1,3,8,7,1,2,2,466,3,0,155,0,0,0,0,NA,0,6,2009,9,5,14,0,14
"1135",60,4,57,8773,2,NA,1,2,5,1,9,3,3,1,6,6,5,1997,1997,2,2,13,14,4,5,3,3,0,0,916,916,2,3,2,916,684,0,1600,0,0,2,1,3,1,4,7,7,1,1,2,460,3,100,38,0,0,0,0,NA,0,8,2007,9,5,10,0,10
"1136",30,5,60,6180,2,NA,4,4,1,1,4,3,3,1,3,6,5,1926,1950,2,2,14,15,4,5,1,4,0,0,960,960,2,5,1,986,0,0,986,0,0,1,0,2,1,4,5,7,1,3,1,180,3,0,128,0,0,0,0,NA,0,5,2007,9,5,81,24,57
"1137",50,4,80,9600,2,NA,4,4,5,1,13,3,3,1,1,6,5,1950,1950,2,2,13,14,4,5,2,4,280,0,752,1032,2,5,2,1032,220,0,1252,0,0,1,0,3,1,4,6,7,0,3,1,288,3,0,0,96,0,0,0,NA,0,4,2008,9,1,58,0,58
"1138",50,4,54,6342,2,NA,4,4,5,1,19,2,3,1,1,5,8,1875,1996,2,2,13,14,4,3,2,4,0,0,780,780,2,3,1,780,240,0,1020,0,0,1,0,2,1,4,6,7,0,NA,0,0,1,0,0,176,0,0,0,NA,0,5,2010,9,5,135,121,14
"1139",20,4,NA,9819,2,NA,1,4,5,2,12,3,3,1,3,6,5,1977,1977,2,2,10,8,4,5,3,4,1567,0,0,1567,2,5,2,1567,0,0,1567,1,0,2,0,2,1,3,5,7,2,2,2,714,3,264,32,0,0,0,0,NA,0,5,2009,9,5,32,0,32
"1140",30,4,98,8731,2,NA,1,4,5,1,4,3,3,1,3,5,5,1920,1950,2,2,12,13,4,2,1,4,645,0,270,915,2,5,2,1167,0,0,1167,0,0,1,0,3,1,4,6,1,1,3,2,495,3,0,0,216,0,126,0,NA,0,5,2007,9,5,87,30,57
"1141",20,4,60,7350,2,NA,4,4,1,1,13,3,3,1,3,5,7,1951,1951,2,2,7,7,4,5,2,4,852,0,100,952,2,5,2,952,0,0,952,1,0,1,0,2,1,4,4,7,0,3,2,840,3,0,0,0,0,0,0,NA,0,6,2008,1,1,57,0,57
"1142",60,4,NA,10304,2,NA,1,4,2,1,17,5,3,1,6,5,7,1976,1976,2,2,10,11,4,3,2,4,381,0,399,780,2,1,2,1088,780,0,1868,1,0,2,1,4,1,3,9,7,1,3,2,484,3,448,96,0,0,0,0,NA,0,10,2009,9,5,33,0,33
"1143",60,4,77,9965,2,NA,4,4,5,1,6,3,3,1,6,8,5,2006,2007,4,2,13,14,3,5,3,1,1150,0,316,1466,2,1,2,1466,1362,0,2828,1,0,3,0,4,1,3,11,7,1,2,3,1052,3,125,144,0,0,0,0,NA,0,4,2007,7,6,1,1,0
"1144",20,4,NA,9000,2,NA,4,4,5,1,19,3,3,1,3,5,3,1959,1959,2,2,14,11,4,5,2,4,288,0,718,1006,2,5,2,1006,0,0,1006,0,0,1,0,3,1,4,5,7,0,NA,0,0,3,0,24,0,0,0,0,NA,0,7,2008,9,5,49,0,49
"1145",190,4,60,12180,2,NA,4,4,5,1,8,3,3,2,1,4,4,1941,1950,2,2,9,9,4,2,1,3,348,0,324,672,4,2,1,672,252,0,924,1,0,1,0,2,1,2,5,7,0,3,1,280,3,0,0,0,0,0,0,NA,0,7,2010,9,5,69,9,60
"1146",50,5,52,6240,2,NA,4,4,5,1,4,3,3,1,1,5,6,1928,1950,2,2,9,9,4,5,1,4,0,0,1042,1042,2,1,2,1042,534,0,1576,0,0,1,0,3,1,4,8,7,1,3,1,225,3,0,0,0,0,0,0,NA,0,8,2006,9,4,78,22,56
"1147",20,4,NA,11200,2,NA,4,4,5,1,20,3,3,1,3,6,5,1985,1985,2,2,14,16,3,5,2,3,1258,0,40,1298,2,5,2,1298,0,0,1298,1,0,2,0,3,1,3,5,7,1,3,2,403,3,165,26,0,0,0,0,NA,0,5,2006,9,5,21,0,21
"1148",70,4,75,12000,2,NA,4,1,5,1,7,3,3,1,6,7,7,1941,1950,2,2,9,9,4,5,2,4,275,0,429,704,2,1,2,860,704,0,1564,0,0,1,1,3,1,2,7,7,1,3,1,234,3,0,0,0,0,0,0,NA,0,7,2009,9,5,68,9,59
"1149",50,5,NA,5700,2,NA,4,4,5,1,18,3,3,1,1,7,7,1926,1950,2,2,14,15,4,5,3,4,0,0,572,572,2,5,2,572,539,0,1111,0,0,1,0,2,1,4,5,7,1,3,1,288,3,0,0,176,0,0,0,NA,0,8,2008,9,5,82,24,58
"1150",70,5,50,9000,2,NA,4,4,5,1,18,1,3,1,6,7,9,1920,1988,4,2,13,14,4,3,3,4,624,0,26,650,2,1,2,832,650,0,1482,0,1,1,0,3,1,4,7,7,0,3,2,324,3,0,0,0,0,0,0,NA,0,7,2009,9,5,89,68,21
"1151",20,4,57,8280,2,NA,1,4,5,1,13,3,3,1,3,6,5,1950,1950,2,2,4,4,4,5,2,4,0,0,932,932,2,1,2,932,0,0,932,0,0,1,0,2,1,3,4,7,1,3,1,306,3,0,0,214,0,0,0,NA,0,11,2007,9,5,57,0,57
"1152",20,4,134,17755,2,NA,4,4,5,1,8,3,3,1,3,5,4,1959,1959,2,2,7,11,4,5,2,4,176,0,1290,1466,2,5,2,1466,0,0,1466,0,0,1,1,3,1,2,6,7,2,1,2,528,3,0,140,0,0,100,0,NA,0,11,2006,9,5,47,0,47
"1153",20,4,90,14115,2,NA,1,4,5,1,7,3,3,1,3,6,7,1956,2004,2,2,11,12,4,5,3,4,296,547,230,1073,2,1,2,1811,0,0,1811,0,0,1,0,2,1,1,6,7,1,1,2,470,3,0,0,280,0,0,0,NA,0,7,2006,9,1,50,48,2
"1154",30,5,NA,5890,2,NA,4,4,1,1,10,3,3,1,3,6,8,1930,2007,2,2,14,15,3,3,1,4,538,0,278,816,2,1,2,816,0,0,816,0,0,1,0,2,1,4,5,7,0,3,1,432,3,0,0,96,0,0,0,NA,0,6,2008,9,5,78,77,1
"1155",60,4,NA,13700,2,NA,1,4,5,1,13,3,3,1,6,7,6,1965,1988,2,2,13,14,4,5,2,4,454,0,410,864,2,5,2,902,918,0,1820,0,0,1,2,4,1,3,8,7,2,3,2,492,3,60,84,0,0,273,0,NA,0,5,2008,9,5,43,23,20
"1156",20,4,90,10768,2,NA,1,4,1,1,25,3,3,1,3,5,8,1976,2004,2,2,10,11,3,3,2,3,1157,0,280,1437,2,5,2,1437,0,0,1437,1,0,2,0,3,1,3,6,7,1,2,2,528,3,0,21,0,0,180,0,NA,0,7,2007,9,5,31,28,3
"1157",80,4,85,9350,2,NA,4,4,5,1,13,3,3,1,8,5,8,1965,1999,2,2,4,4,4,3,3,4,633,0,586,1219,2,3,2,1265,0,0,1265,0,1,2,0,3,1,3,6,7,1,2,2,502,3,0,92,0,96,0,0,NA,0,10,2008,9,5,43,34,9
"1158",120,4,34,5001,2,NA,1,4,5,1,16,3,3,4,3,7,5,2007,2008,2,2,13,14,3,5,3,3,904,0,410,1314,2,1,2,1314,0,0,1314,1,0,2,0,2,1,3,6,7,1,2,2,626,3,172,62,0,0,0,0,NA,0,7,2009,9,5,2,1,1
